age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
30.0,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355.0,1,0,nonexistent,yes,Elvas
55.0,management,married,university.degree,no,yes,no,cellular,jun,tue,114.0,3,0,nonexistent,yes,Esposende
57.0,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,162.0,3,0,nonexistent,yes,Ponta Delgada
25.0,technician,married,professional.course,no,yes,no,cellular,jun,tue,551.0,4,1,failure,yes,Elvas
29.0,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,232.5,3,2,success,yes,Loulé
25.0,student,single,university.degree,no,yes,yes,cellular,jun,thu,393.0,2,0,nonexistent,yes,Montemor-o-Novo
29.0,admin.,single,university.degree,no,no,yes,cellular,jun,thu,813.0,4,0,nonexistent,yes,Santarém
30.0,admin.,married,university.degree,no,no,yes,telephone,jun,thu,1603.0,10,0,nonexistent,yes,Câmara de Lobos
49.0,admin.,married,university.degree,no,no,no,cellular,jun,thu,232.5,2,0,nonexistent,yes,Horta
25.0,student,single,university.degree,no,no,yes,telephone,jun,thu,280.0,6,1,failure,yes,Alfena
32.0,technician,married,high.school,no,yes,no,telephone,jun,fri,232.5,5,1,failure,yes,Santa Comba Dão
39.0,student,single,unknown,no,yes,no,cellular,jun,fri,474.0,3,0,nonexistent,yes,Guimarães
40.0,management,married,university.degree,no,yes,no,cellular,jun,mon,295.0,3,0,nonexistent,yes,Loulé
40.0,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,883.0,1,1,failure,yes,Covilhã
50.0,admin.,married,university.degree,no,no,no,cellular,jun,mon,232.5,1,1,success,yes,Setúbal
39.0,admin.,married,university.degree,no,no,no,cellular,jun,mon,459.0,1,1,failure,yes,Santana
36.0,services,married,university.degree,no,no,yes,cellular,jun,tue,255.0,2,1,success,yes,Valongo
24.0,unknown,single,professional.course,no,no,no,cellular,jun,tue,232.5,1,1,success,yes,unknown
36.0,entrepreneur,single,basic.4y,no,no,no,cellular,jun,tue,185.0,1,0,nonexistent,yes,Agualva-Cacém
64.0,management,married,university.degree,no,no,no,cellular,jun,tue,205.0,1,0,nonexistent,yes,Esposende
33.0,housemaid,married,university.degree,no,no,no,cellular,jun,tue,232.5,1,0,nonexistent,yes,Vila Franca de Xira
50.0,admin.,married,high.school,no,no,no,cellular,jul,wed,140.0,3,0,nonexistent,yes,Beja
55.0,management,married,unknown,no,no,yes,cellular,jul,wed,232.5,2,1,success,yes,Santa Comba Dão
51.0,admin.,single,high.school,no,yes,no,telephone,jul,wed,372.0,1,0,nonexistent,yes,Maia
61.0,unknown,married,university.degree,no,yes,yes,telephone,jul,wed,261.0,4,0,nonexistent,yes,unknown
24.0,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342.0,2,0,nonexistent,yes,Esmoriz
45.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Vila Baleira (a.k.a. Porto Santo)
45.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,252.0,1,0,nonexistent,yes,Seia
50.0,admin.,married,university.degree,no,no,no,cellular,jul,thu,232.5,1,0,nonexistent,yes,Odivelas
30.0,admin.,married,university.degree,no,yes,no,telephone,jul,thu,363.0,1,0,nonexistent,yes,Santana
59.0,blue-collar,unknown,basic.4y,no,yes,no,cellular,jul,thu,218.0,1,0,nonexistent,yes,Santa Comba Dão
30.0,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,thu,367.0,1,0,nonexistent,yes,Valongo
51.0,technician,married,professional.course,no,no,no,cellular,jul,thu,566.0,1,1,success,yes,Elvas
46.0,admin.,single,university.degree,no,yes,no,cellular,jul,thu,309.0,1,0,nonexistent,yes,Agualva-Cacém
30.0,unknown,married,university.degree,no,yes,no,cellular,jul,thu,396.0,1,0,nonexistent,yes,unknown
32.0,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,940.0,1,1,success,yes,Santana
56.0,entrepreneur,married,unknown,no,yes,no,cellular,jul,thu,232.5,2,0,nonexistent,yes,Valongo
32.0,self-employed,single,university.degree,no,no,no,cellular,jul,thu,276.0,2,0,nonexistent,yes,Vendas Novas
50.0,admin.,married,university.degree,no,yes,no,cellular,jul,thu,567.0,5,0,nonexistent,yes,Moura
60.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,503.0,2,2,success,yes,Espinho
51.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,135.0,2,1,failure,yes,Funchal
46.0,admin.,divorced,high.school,no,yes,no,telephone,jul,thu,176.0,1,0,nonexistent,yes,Vila Franca de Xira
57.0,retired,divorced,basic.9y,no,yes,no,cellular,jul,fri,247.0,2,0,nonexistent,yes,Rebordosa
56.0,admin.,divorced,unknown,no,yes,no,telephone,jul,fri,353.0,2,0,nonexistent,yes,Gondomar
21.0,unknown,single,high.school,no,yes,no,cellular,jul,fri,203.0,1,0,nonexistent,yes,unknown
29.0,admin.,single,unknown,no,no,no,cellular,jul,fri,232.5,1,0,nonexistent,yes,Santo Tirso
47.0,unknown,married,professional.course,no,yes,no,cellular,jul,fri,175.0,1,0,nonexistent,yes,unknown
29.0,technician,single,university.degree,no,no,no,cellular,jul,fri,232.5,6,0,nonexistent,yes,Loulé
30.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,fri,409.0,2,0,nonexistent,yes,Gandra
30.0,admin.,unknown,university.degree,no,no,no,cellular,jul,fri,438.0,2,0,nonexistent,yes,Marinha Grande
33.0,admin.,unknown,unknown,no,no,no,cellular,jul,fri,704.0,1,0,nonexistent,yes,Gouveia
56.0,retired,married,high.school,no,yes,yes,cellular,jul,fri,232.5,2,0,nonexistent,yes,Setúbal
31.0,admin.,single,university.degree,no,yes,no,cellular,jul,mon,202.0,4,0,nonexistent,yes,Praia da Vitória
23.0,student,single,high.school,no,no,no,cellular,jul,mon,232.5,3,0,nonexistent,yes,Torres Novas
37.0,admin.,married,university.degree,no,yes,no,cellular,jul,mon,232.5,2,0,nonexistent,yes,Oliveira do Hospital
28.0,services,single,university.degree,no,yes,no,cellular,jul,mon,232.5,4,0,nonexistent,yes,Almada
53.0,admin.,married,high.school,no,no,no,cellular,jul,tue,964.0,1,1,failure,yes,Ponta Delgada
33.0,management,married,university.degree,no,yes,no,cellular,jul,tue,232.5,1,0,nonexistent,yes,Oliveira do Bairro
25.0,student,single,unknown,unknown,yes,no,cellular,jul,tue,371.0,1,0,nonexistent,yes,Gafanha da Nazaré
46.0,admin.,divorced,unknown,no,unknown,unknown,cellular,jul,tue,297.0,1,0,nonexistent,yes,Vila Nova de Santo André
26.0,services,single,unknown,no,yes,no,cellular,jul,tue,407.0,1,1,success,yes,Tondela
23.0,student,single,high.school,no,yes,no,cellular,jul,tue,232.5,2,1,success,yes,Évora
26.0,services,single,high.school,no,no,no,cellular,jul,tue,180.0,2,0,nonexistent,yes,Santana
23.0,student,unknown,high.school,no,no,no,cellular,jul,tue,232.5,1,1,failure,yes,Tondela
27.0,unknown,unknown,unknown,no,yes,no,telephone,jul,tue,876.0,1,0,nonexistent,yes,unknown
33.0,admin.,married,high.school,no,no,no,telephone,jul,tue,257.0,1,0,nonexistent,yes,Gouveia
40.0,admin.,married,university.degree,no,yes,no,cellular,jul,tue,243.0,1,0,nonexistent,yes,Esmoriz
31.0,admin.,single,high.school,no,yes,no,cellular,jul,wed,167.0,1,1,failure,yes,Entroncamento
42.0,technician,married,university.degree,no,no,no,cellular,jul,wed,361.0,1,1,failure,yes,Gouveia
42.0,admin.,single,university.degree,no,no,no,cellular,jul,wed,268.0,2,0,nonexistent,yes,Abrantes
29.0,technician,married,university.degree,no,yes,no,cellular,jul,wed,896.0,2,0,nonexistent,yes,Entroncamento
20.0,student,single,high.school,no,yes,no,cellular,jul,wed,349.0,1,0,nonexistent,yes,Gouveia
44.0,blue-collar,single,unknown,no,yes,no,telephone,jul,wed,576.0,1,0,nonexistent,yes,Águeda
32.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,210.0,5,0,nonexistent,yes,Fátima
26.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,153.0,1,0,nonexistent,yes,Tondela
32.0,admin.,single,university.degree,no,yes,no,cellular,jul,wed,97.0,3,0,nonexistent,yes,Rio Tinto
29.0,student,single,high.school,no,yes,no,cellular,jul,thu,253.0,2,0,nonexistent,yes,Barcelos
23.0,blue-collar,single,unknown,no,no,no,cellular,jul,fri,104.0,2,0,nonexistent,yes,Agualva-Cacém
23.0,technician,single,professional.course,no,yes,no,telephone,jul,fri,336.0,4,0,nonexistent,yes,Gondomar
27.0,management,single,university.degree,no,yes,no,cellular,jul,mon,232.5,2,0,nonexistent,yes,Maia
35.0,entrepreneur,married,high.school,no,no,no,cellular,jul,wed,1084.0,4,0,nonexistent,yes,Seixal
51.0,admin.,married,university.degree,no,yes,no,cellular,jul,fri,139.0,5,0,nonexistent,yes,Marinha Grande
30.0,student,single,university.degree,no,no,no,cellular,jul,tue,332.0,2,2,failure,yes,Seixal
54.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,822.0,6,1,success,yes,Trancoso
27.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,232.5,6,1,failure,yes,Santa Comba Dão
38.0,management,married,unknown,no,no,no,cellular,jul,tue,486.0,5,0,nonexistent,yes,Montemor-o-Novo
44.0,admin.,divorced,high.school,no,no,no,cellular,jul,tue,573.0,5,0,nonexistent,yes,Mirandela
42.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,576.0,1,1,success,yes,Vila Nova de Gaia
30.0,unknown,married,professional.course,no,no,no,cellular,aug,tue,232.5,1,0,nonexistent,yes,unknown
18.0,student,single,basic.9y,no,yes,no,cellular,aug,tue,642.0,1,0,nonexistent,yes,Funchal
47.0,admin.,divorced,university.degree,no,yes,yes,cellular,aug,tue,185.0,1,0,nonexistent,yes,Funchal
52.0,management,married,university.degree,no,no,no,cellular,aug,tue,600.0,1,0,nonexistent,yes,Abrantes
30.0,student,single,high.school,no,unknown,unknown,cellular,aug,tue,505.0,1,3,success,yes,Águeda
51.0,management,married,university.degree,no,yes,no,cellular,aug,tue,249.0,1,0,nonexistent,yes,Trofa
34.0,technician,single,professional.course,no,no,no,cellular,aug,wed,305.0,1,0,nonexistent,yes,Gondomar
59.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,1019.0,2,1,success,yes,Fátima
34.0,technician,single,professional.course,no,no,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Amora
30.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Torres Vedras
57.0,technician,married,high.school,no,yes,yes,cellular,aug,wed,232.5,2,1,success,yes,Tondela
59.0,admin.,unknown,high.school,no,yes,no,cellular,aug,wed,277.0,1,0,nonexistent,yes,Gafanha da Nazaré
20.0,student,unknown,high.school,no,no,yes,cellular,aug,wed,254.0,1,0,nonexistent,yes,Alfena
32.0,services,single,high.school,no,yes,yes,cellular,aug,wed,253.0,1,2,success,yes,Águeda
37.0,admin.,married,high.school,no,no,no,cellular,aug,wed,232.5,2,1,failure,yes,Portimão
39.0,unknown,married,basic.9y,no,no,no,cellular,aug,wed,394.0,1,0,nonexistent,yes,unknown
46.0,admin.,married,high.school,no,no,no,telephone,aug,wed,232.5,2,0,nonexistent,yes,Marinha Grande
59.0,retired,unknown,unknown,no,no,no,cellular,aug,wed,385.0,2,1,failure,yes,Almeirim
37.0,technician,married,professional.course,no,no,no,cellular,aug,wed,157.0,3,2,success,yes,Vila Real
42.0,unemployed,married,unknown,no,no,no,cellular,aug,thu,175.0,4,0,nonexistent,yes,Vila Franca de Xira
52.0,retired,divorced,university.degree,no,yes,yes,cellular,aug,thu,155.0,2,1,success,yes,Tarouca
32.0,technician,married,unknown,no,no,yes,cellular,aug,thu,975.0,4,0,nonexistent,yes,Covilhã
52.0,retired,divorced,university.degree,no,no,no,cellular,aug,thu,232.5,1,1,success,yes,Ponte de Sor
24.0,student,single,high.school,no,no,no,cellular,aug,thu,355.0,1,0,nonexistent,yes,Vila Franca de Xira
54.0,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,131.0,2,1,success,yes,Lagoa
74.0,retired,married,high.school,no,yes,no,cellular,aug,thu,1452.0,1,1,failure,yes,Viseu
42.0,unemployed,married,unknown,no,yes,yes,cellular,aug,thu,250.0,4,2,success,yes,Viseu
31.0,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,310.0,2,1,failure,yes,Funchal
35.0,admin.,single,university.degree,no,yes,no,telephone,aug,thu,338.0,1,0,nonexistent,yes,Agualva-Cacém
30.0,technician,single,university.degree,no,yes,no,telephone,aug,thu,256.0,1,0,nonexistent,yes,Fafe
44.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,232.5,2,0,nonexistent,yes,Portalegre
76.0,retired,married,basic.4y,no,yes,no,cellular,aug,thu,550.0,1,0,nonexistent,yes,Serpa
76.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,345.0,2,0,nonexistent,yes,Seixal
46.0,housemaid,married,high.school,no,yes,no,cellular,aug,fri,358.0,1,0,nonexistent,yes,Santa Maria da Feira
33.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,79.0,1,1,failure,yes,Rio Tinto
29.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,289.0,2,0,nonexistent,yes,Silves
75.0,retired,married,basic.4y,no,no,yes,cellular,aug,fri,714.0,1,0,nonexistent,yes,Vendas Novas
25.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,255.0,1,0,nonexistent,yes,Seixal
32.0,technician,single,professional.course,no,no,no,cellular,aug,fri,87.0,1,0,nonexistent,yes,Câmara de Lobos
51.0,housemaid,married,unknown,no,no,no,cellular,aug,fri,232.5,1,1,failure,yes,Praia da Vitória
70.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,530.0,2,0,nonexistent,yes,Entroncamento
24.0,student,single,high.school,no,yes,no,cellular,aug,fri,456.0,1,0,nonexistent,yes,Alfena
41.0,services,single,university.degree,no,yes,no,cellular,aug,fri,142.0,1,2,success,yes,Quarteira
41.0,unknown,single,university.degree,no,yes,no,cellular,aug,fri,325.0,1,0,nonexistent,yes,unknown
33.0,admin.,unknown,high.school,no,yes,no,cellular,aug,fri,232.5,3,0,nonexistent,yes,Amora
73.0,retired,married,basic.4y,no,no,no,cellular,aug,fri,232.5,1,0,nonexistent,yes,Trofa
48.0,entrepreneur,married,unknown,no,no,yes,cellular,aug,fri,232.5,2,2,success,yes,Seixal
28.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,262.0,1,2,success,yes,Odivelas
36.0,services,married,unknown,no,yes,no,cellular,aug,fri,232.5,1,1,failure,yes,São Mamede de Infesta
51.0,housemaid,married,unknown,no,yes,yes,cellular,aug,fri,268.0,1,0,nonexistent,yes,Albufeira
36.0,services,married,basic.9y,no,yes,no,cellular,aug,fri,221.0,1,1,success,yes,Santo Tirso
30.0,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,232.5,1,1,success,yes,Montijo
29.0,admin.,single,high.school,no,no,no,cellular,aug,fri,130.0,1,0,nonexistent,yes,Agualva-Cacém
76.0,retired,married,university.degree,no,no,no,cellular,aug,fri,232.5,2,0,nonexistent,yes,Alfena
31.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,353.0,2,0,nonexistent,yes,Vila Nova de Foz Côa
33.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,232.5,2,1,failure,yes,Gouveia
43.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,231.0,3,0,nonexistent,yes,Funchal
36.0,management,married,university.degree,no,no,no,telephone,aug,mon,328.0,1,0,nonexistent,yes,Ponte de Sor
38.0,technician,married,professional.course,no,no,no,cellular,aug,mon,923.0,1,1,failure,yes,Barreiro
38.0,admin.,single,high.school,no,yes,yes,cellular,aug,mon,167.0,1,0,nonexistent,yes,Leiria
36.0,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,559.0,1,1,success,yes,Queluz
36.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,146.0,2,2,failure,yes,Miranda do Douro
37.0,technician,unknown,unknown,no,yes,no,cellular,aug,mon,187.0,1,1,success,yes,Vila Baleira (a.k.a. Porto Santo)
65.0,unknown,married,basic.6y,no,no,no,cellular,aug,mon,232.5,2,1,failure,yes,unknown
33.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,252.0,1,1,success,yes,Torres Novas
63.0,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,235.0,1,2,failure,yes,Odivelas
31.0,admin.,married,high.school,no,no,yes,cellular,aug,mon,155.0,2,1,success,yes,Portalegre
33.0,technician,single,basic.9y,no,yes,yes,cellular,aug,mon,289.0,1,2,failure,yes,Oliveira do Bairro
52.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,179.0,3,2,success,yes,Viseu
37.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,213.0,1,0,nonexistent,yes,Seixal
34.0,unknown,single,unknown,no,yes,no,cellular,aug,tue,1416.0,2,1,success,yes,unknown
31.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,265.0,1,3,success,yes,Pombal
58.0,technician,married,professional.course,no,no,no,cellular,aug,tue,704.0,2,0,nonexistent,yes,Gandra
33.0,admin.,single,high.school,no,yes,no,cellular,aug,tue,136.0,3,0,nonexistent,yes,Loulé
26.0,student,single,professional.course,no,yes,no,cellular,aug,tue,176.0,2,1,failure,yes,Gondomar
61.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,tue,232.5,1,0,nonexistent,yes,Agualva-Cacém
52.0,management,married,high.school,no,yes,yes,cellular,aug,tue,167.0,1,4,failure,yes,Vila Nova de Gaia
52.0,management,married,high.school,no,no,no,cellular,aug,tue,408.0,1,0,nonexistent,yes,Gafanha da Nazaré
85.0,retired,married,professional.course,no,no,no,cellular,aug,tue,140.0,1,0,nonexistent,yes,Freamunde
30.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,232.5,3,1,success,yes,Covilhã
57.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,tue,149.0,1,1,failure,yes,Santana
35.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,349.0,1,3,failure,yes,Portimão
80.0,retired,married,illiterate,unknown,yes,yes,cellular,aug,tue,125.0,1,1,success,yes,Elvas
26.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,232.5,1,1,success,yes,Seixal
44.0,management,married,university.degree,no,no,no,cellular,aug,tue,175.0,2,2,failure,yes,Odivelas
58.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,89.0,2,0,nonexistent,yes,Póvoa de Santa Iria
59.0,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,232.5,1,1,failure,yes,Funchal
30.0,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,232.5,1,1,success,yes,Praia da Vitória
34.0,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,267.0,2,0,nonexistent,yes,Valongo
50.0,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,232.5,2,0,nonexistent,yes,Águeda
49.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,tue,232.5,2,1,failure,yes,Seixal
27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,429.0,2,0,nonexistent,yes,Agualva-Cacém
36.0,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,623.0,2,2,success,yes,Guarda
42.0,management,divorced,unknown,no,yes,no,cellular,aug,wed,232.5,2,1,success,yes,Tarouca
26.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,182.0,1,1,success,yes,Covilhã
49.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,232.5,2,1,success,yes,Covilhã
26.0,student,single,basic.9y,no,no,no,telephone,aug,wed,449.0,1,0,nonexistent,yes,Setúbal
26.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Gondomar
27.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,1336.0,2,0,nonexistent,yes,Évora
74.0,retired,married,university.degree,no,yes,no,cellular,aug,wed,239.0,2,1,failure,yes,Agualva-Cacém
32.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,641.0,1,0,nonexistent,yes,Santa Maria da Feira
60.0,retired,married,university.degree,no,no,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Santana
56.0,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,232.5,1,1,success,yes,Peso da Régua
66.0,retired,married,unknown,no,no,no,cellular,aug,wed,232.5,2,1,failure,yes,Loulé
27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,398.0,4,1,failure,yes,Vila Nova de Gaia
32.0,unknown,single,professional.course,no,no,no,cellular,aug,wed,313.0,2,1,failure,yes,unknown
48.0,entrepreneur,divorced,high.school,no,no,no,cellular,aug,wed,307.0,1,0,nonexistent,yes,Tondela
20.0,student,single,basic.4y,no,yes,no,cellular,aug,wed,131.0,1,1,failure,yes,Caniço
20.0,student,single,basic.4y,no,yes,no,cellular,aug,wed,267.0,1,0,nonexistent,yes,Fafe
33.0,services,married,high.school,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Loulé
66.0,retired,unknown,basic.9y,no,yes,no,cellular,aug,wed,810.0,3,2,failure,yes,Maia
28.0,admin.,single,unknown,no,no,no,cellular,aug,wed,332.0,1,0,nonexistent,yes,Albufeira
56.0,admin.,married,basic.9y,no,no,no,cellular,aug,wed,338.0,2,1,success,yes,Seixal
38.0,admin.,married,high.school,no,no,no,cellular,aug,wed,232.5,2,0,nonexistent,yes,Évora
28.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,489.0,5,0,nonexistent,yes,Vila Nova de Gaia
23.0,student,single,high.school,no,yes,no,cellular,aug,thu,784.0,3,3,failure,yes,Oliveira de Azeméis
36.0,unemployed,married,university.degree,no,no,no,cellular,aug,thu,232.5,1,0,nonexistent,yes,Almada
22.0,student,single,high.school,no,yes,no,cellular,aug,thu,425.0,2,0,nonexistent,yes,Albufeira
29.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,232.5,3,1,success,yes,Lourosa
31.0,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,232.5,1,0,nonexistent,yes,Freamunde
30.0,services,single,high.school,no,yes,no,cellular,aug,thu,148.0,2,0,nonexistent,yes,Figueira da Foz
39.0,admin.,married,high.school,no,no,no,cellular,aug,thu,315.0,2,1,success,yes,Elvas
32.0,blue-collar,single,basic.9y,no,yes,no,cellular,aug,thu,282.0,1,0,nonexistent,yes,Silves
46.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,399.0,1,1,failure,yes,Almeirim
39.0,unemployed,married,high.school,no,no,no,cellular,aug,thu,232.5,3,0,nonexistent,yes,Elvas
46.0,technician,married,basic.6y,no,yes,no,cellular,aug,thu,464.0,4,0,nonexistent,yes,Torres Novas
22.0,student,single,basic.6y,no,yes,no,cellular,aug,thu,232.5,2,2,success,yes,Torres Novas
36.0,services,married,high.school,no,yes,yes,cellular,aug,thu,227.0,2,1,failure,yes,Paredes
40.0,admin.,married,high.school,no,no,no,cellular,aug,thu,477.0,2,0,nonexistent,yes,Rio Tinto
74.0,retired,married,professional.course,no,yes,no,cellular,aug,thu,204.0,3,1,failure,yes,Freamunde
33.0,services,married,high.school,no,no,no,cellular,aug,thu,738.0,1,0,nonexistent,yes,Almeirim
39.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,232.5,2,1,success,yes,Santo Tirso
57.0,admin.,single,high.school,no,yes,no,cellular,aug,thu,479.0,1,0,nonexistent,yes,Covilhã
36.0,management,married,basic.6y,no,yes,yes,cellular,aug,thu,354.0,3,0,nonexistent,yes,Porto
28.0,unemployed,married,unknown,no,yes,no,telephone,aug,fri,275.0,6,0,nonexistent,yes,Barreiro
26.0,student,single,professional.course,no,yes,no,cellular,aug,fri,150.0,2,0,nonexistent,yes,Agualva-Cacém
30.0,technician,married,university.degree,no,yes,no,cellular,aug,fri,156.0,2,0,nonexistent,yes,Seixal
62.0,retired,married,unknown,no,no,no,cellular,aug,fri,172.0,4,0,nonexistent,yes,Porto
35.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,225.0,1,0,nonexistent,yes,Évora
61.0,management,married,university.degree,no,yes,no,cellular,aug,fri,209.0,2,2,success,yes,Maia
42.0,management,married,university.degree,no,yes,no,cellular,aug,fri,436.0,1,1,success,yes,Esmoriz
54.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,326.0,3,0,nonexistent,yes,Funchal
58.0,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,fri,186.0,1,0,nonexistent,yes,Gouveia
55.0,retired,married,unknown,no,yes,no,cellular,aug,fri,232.5,1,1,success,yes,Albufeira
71.0,retired,married,unknown,no,yes,no,cellular,aug,fri,125.0,1,0,nonexistent,yes,Silves
70.0,retired,married,professional.course,no,yes,no,cellular,aug,fri,94.0,4,0,nonexistent,yes,Mêda
30.0,unemployed,married,professional.course,no,no,no,cellular,aug,fri,232.5,2,0,nonexistent,yes,Barreiro
46.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,182.0,6,1,failure,yes,Valongo
42.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,100.0,2,0,nonexistent,yes,Faro
35.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,232.5,1,0,nonexistent,yes,Santa Comba Dão
38.0,unknown,divorced,high.school,no,no,no,cellular,aug,fri,391.0,3,1,failure,yes,unknown
28.0,unemployed,married,professional.course,no,yes,no,cellular,aug,fri,190.0,3,1,failure,yes,Câmara de Lobos
17.0,student,single,basic.9y,no,unknown,unknown,cellular,aug,fri,498.0,2,1,failure,yes,Trofa
31.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,880.0,3,0,nonexistent,yes,Alfena
29.0,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,260.0,3,0,nonexistent,yes,Mealhada
30.0,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,211.0,3,0,nonexistent,yes,Costa da Caparica
62.0,management,divorced,high.school,no,no,no,cellular,aug,mon,405.0,1,0,nonexistent,yes,Agualva-Cacém
76.0,retired,married,unknown,no,no,no,cellular,aug,mon,308.0,1,1,success,yes,Águeda
73.0,retired,married,basic.4y,no,no,no,cellular,aug,mon,348.0,1,0,nonexistent,yes,Santana
67.0,retired,married,professional.course,no,yes,yes,cellular,aug,mon,186.0,1,0,nonexistent,yes,Agualva-Cacém
80.0,retired,married,high.school,no,no,no,telephone,aug,mon,199.0,1,0,nonexistent,yes,Sines
25.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,286.0,1,0,nonexistent,yes,Barreiro
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,163.0,1,1,success,yes,Trofa
34.0,technician,married,university.degree,no,no,no,cellular,aug,mon,220.0,1,0,nonexistent,yes,Funchal
28.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,232.5,2,1,failure,yes,Elvas
48.0,unknown,married,high.school,no,yes,no,cellular,aug,mon,232.5,1,0,nonexistent,yes,unknown
44.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,207.0,1,1,success,yes,Esposende
23.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,341.0,1,2,success,yes,Gouveia
28.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,mon,340.0,1,0,nonexistent,yes,Trancoso
41.0,unknown,single,high.school,no,yes,no,cellular,aug,mon,232.5,1,1,success,yes,unknown
74.0,retired,married,basic.9y,no,yes,no,cellular,aug,mon,156.0,1,1,failure,yes,Alcobaça
